Finding No.,Support Type,Insulation,Fluid,Operating Temperature (minimum),Operating Temperature (maximum),Material,Coating,Primer,Mist,Intermediate,Finish,Anti-Corrosion,Environment,Severity
GD01-GD02,Pipework resting on beam/partially welded saddle,No,Propylene,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,3
GD40-GD41,Pipework resting on beam/partially welded saddle,No,Propylene,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,0
GD51,Pipework resting on beam/partially welded saddle,No,Propylene,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,3
GD56-GD59,Pipework resting on beam/partially welded saddle,No,Propylene,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,3
GD59-GD64,Pipework resting on beam/partially welded saddle,No,Propylene,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,3
GD001-GD005,Pipework resting on beam/partially welded saddle,No,Fire Water,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,No,Coastal/Marine,1
GD005-GD007,Pipework resting on beam/partially welded saddle,No,Fire Water,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,No,Coastal/Marine,1
GD007-GD010,Pipework resting on beam/partially welded saddle,No,Fire Water,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,No,Coastal/Marine,1
GD010-GD014,Pipework resting on beam/partially welded saddle,No,Fire Water,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,No,Coastal/Marine,1
GD014-GD016,Pipework resting on beam/partially welded saddle,No,Fire Water,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,No,Coastal/Marine,2
GD016-GD018,Pipework resting on beam/partially welded saddle,No,Fire Water,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,No,Coastal/Marine,2
GD01-GD02,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,0
GD01-GD02,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,1
GD01-GD02,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,2
GD03-GD04,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,1
GD03-GD04,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,1
GD04-GD05,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,1
GD12-GD14,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,0
GD14-GD19,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,0
GD29-GD33,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,2
GD33-GD37,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,2
GD37-GD40,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,2
GD40-GD45,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,1
GD45-GD51,Pipework resting on beam/partially welded saddle,No,LPG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc Self-cure Solvent base,No,High-build Polyamide Epoxy,Polyamide epoxy,Yes,Coastal/Marine,1
"1""-P-34017-2DS4(P)",U-bolt,Yes,P,80.0,80.0,Stainless Steel,No,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-P-34018-2DS4(P)",Pipework resting on beam,Yes,P,80.0,80.0,Stainless Steel,No,Silicone (Black),No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-34207-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-34206-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-34208-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-34209-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3/4""-CO-34213-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,Yes,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1""-CO-34201-1IS5",Pipework resting on beam,No,CO,40.0,40.0,Stainless Steel,Yes,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34314-1DL4(TB),Pipework resting on beam,Yes,PR,53.1,53.1,Stainless Steel,No,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-OG-34301-1DL4,U-bolt,No,OG,53.1,53.1,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34311-1DL4(P),U-bolt,Yes,PR,50.0,50.0,Stainless Steel,No,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34320-1FL4(P),U-bolt,Yes,PR,53.0,110.0,Stainless Steel,No,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34310-1DL4(TB),Pipework resting on beam,Yes,PR,30.0,30.0,Stainless Steel,Yes,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34311-1DL4(P),U-bolt,Yes,PR,50.0,50.0,Stainless Steel,No,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34317-1DL4(P),Pipework resting on beam,Yes,PR,42.0,42.0,Stainless Steel,Yes,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34320-1FL4(P),U-bolt,Yes,PR,53.0,110.0,Stainless Steel,No,Silicone (Black),No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"12""-PR-35001-1CC1",Hanger,Yes,PR,105.0,105.0,Carbon Steel,Yes,Epoxy-Phenolic,No,Epoxy-Phenolic,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-35002-1CC1",U-bolt,No,PR,41.3,41.3,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-35107-1CC1,U-bolt,No,PR,55.0,55.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-35307-1CC1,U-bolt,Yes,PR,10.0,10.0,Carbon Steel,No,Epoxy-Phenolic,No,Epoxy-Phenolic,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"3""-OG-35301-1CC1",Guide,No,OG,60.0,60.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1""-EG-36101-1CS2",U-bolt,No,EG,20.0,20.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-H-37002-1FS4",U-bolt,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1""-H-37004-1DS4",U-bolt,No,H,35.0,35.0,Stainless Steel,Yes,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"3""-ET-37114-1FC4",U-bolt,No,ET,40.0,40.0,Carbon Steel,No,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-ET-37111-1FC4",U-bolt,No,ET,32.0,32.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),2
1 1/2-ET-37112-1FC4,Guide,No,ET,40.0,40.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-BU-37301-2DC4",Guide,No,BU,35.0,35.0,Carbon Steel,No,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-PR-37423-1DL4",U-bolt,No,PR,44.0,44.0,Stainless Steel,Yes,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-PR-37408-1DL4",U-bolt,No,PR,44.0,44.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-PR-37412-1DL4",Pipework resting on beam,No,PR,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-PR-37421-1DL4",Guide,No,PR,35.0,35.0,Carbon Steel,No,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"3""-OG-30104-1CC1",pipework resting on beam,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-OG-30104-1CC1",U-bolt,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-OG-30104-1CC1",pipework resting on beam,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-OG-30105-1CC1",pipework resting on beam,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-OG-30105-1CC1",U-bolt,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-OG-30105-1CC1",pipework resting on beam,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-30106-1DL4",pipework resting on beam,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-30106-1DL4",U-bolt,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-OG-30103-1CC1",Trunnion,No,OG,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30101-1DL4",pipework resting on beam,No,PR,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30101-1DL4",Trunnion,No,PR,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30103-5DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30103-5DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30103-5DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30103-5DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30103-5DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30105-1DL4",pipework resting on beam,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30105-1DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30105-1DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30105-1DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30105-1DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-30105-1DL4",U-bolt,No,PR,30.0,30.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,pipework resting on beam,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,pipework resting on beam,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-H-30101-1DS4,pipework resting on beam,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-OG-30101-1DS4",Trunnion,Yes,OG,60.0,60.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-OG-30101-1DS4",Trunnion,Yes,OG,60.0,60.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-OG-30101-1DS4",U-bolt,Yes,OG,60.0,60.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-OG-30106-1CS1",U-bolt,No,OG,60.0,60.0,Stainless Steel,Yes,Silicone (Black),No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-ET-30101-1FC4",U-bolt,No,ET,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-ET-30101-1FC4",pipework resting on beam,No,ET,35.0,35.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-30102-1DL4",U-bolt,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-TEA-31103-3FS3",U-bolt,No,TEA,30.0,30.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-TEA-31103-3FS3",U-bolt,No,TEA,30.0,30.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-TEA-31105-3FS3",pipework resting on beam,No,TEA,30.0,30.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-TEA-31106-3FS3",U-bolt,No,TEA,30.0,30.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-TEA-31108-3DS3",U-bolt,No,TEA,30.0,30.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-TEA-32003-3FS3",U-bolt,No,TEA,10.0,10.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-PR-32102-1FL4(IF)",U-bolt,Yes,PR,10.0,10.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-SL-32101-2FS4,"Saddle support – loose saddle, partially welded saddle",No,SL,20.0,20.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-SL-32101-2FS4,U-bolt,No,SL,20.0,20.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-32105-1FL4(IF)",Trunnion,Yes,PR,10.0,10.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-32105-1FL4(IF)",Trunnion,Yes,PR,10.0,10.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1/2""-H-32201-1FS4",U-bolt,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1/2""-H-32201-1FS4",U-bolt,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-H-32203-1FS4",pipework resting on beam,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-H-32203-1FS4",U-bolt,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-ET-32201-1FC4",U-bolt,No,ET,40.0,40.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1""-ET-32201-1FC4",U-bolt,No,ET,40.0,40.0,Carbon Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-ET-32201-1FC4",U-bolt,No,ET,40.0,40.0,Carbon Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-ET-32203-1FS4",U-bolt,No,ET,25.0,25.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-H-32202-1FS4",U-bolt,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-H-32202-1FS4",U-bolt,No,H,40.0,40.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-PR-32202-1FL4",U-bolt,No,PR,45.0,45.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-ET-32204-1FS4,U-bolt,No,ET,25.0,25.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-32201-1FL4","Saddle support – loose saddle, partially welded saddle",No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-32201-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-32204-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-32207-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-32207-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-HC-32301-1FS4(IB)",U-bolt,Yes,HC,20.0,20.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-HC-32301-1FS4(IB)",U-bolt,Yes,HC,20.0,20.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"1/2""-HC-32322-1DL4(IB)",pipework resting on beam,Yes,HC,90.0,90.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
